,0
1883,RT @Annacoin12: @topherAlba26 @ALL_IN_MCDOGE_1 @SignatureDoge @Cocochaneladair @MilgateTyler @DogecoinNorway @BigImpactHumans @nmayfield28…
1886,@_creativethings https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/oBBQ5BDXwd
1888,@elonmusk Can he deploy dogecoin on it？
1889,@Pixelartbit1 https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/ec7idK1DQL
1890,@Pixelartbit1 https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/dMsWbm71oj
1893,#digitalmarketing #affiliate #socialmedia #marketing #networking #network #twitter #affiliate #shoponline… https://t.co/nF94s46JKE
1895,@bcc_nft https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity #NFTCommmunity… https://t.co/UrggcWqq5Q
1898,@PixelToolsNFT https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/LY2KvzqOnc
1901,@Nftshiil https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/ZVZ1dqe1uE
1903,@Nftshiil https://t.co/wKLrJh4rZs #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/pRxjWxZFBq
1904,RT @SerenityTKN: These are all less than 10 minutes apart🤯 The Serenity family is something different🦍 We are 2 DAYS IN! We have so much pl…
1905,"Dogecoin 1-week AltRank™ is up 70.42% to 121 with price down -2.061% to $0.14 

https://t.co/mkqLzlR2Zo
$doge #dogecoin #LunarCrush"
1906,RT @usssks: All in on $DOGE #dogecoin
1907,RT @Annacoin12: #dogecoin is king👑👑👑 https://t.co/ny4cDf9667
1909,Current #DOGE Price is $0.142662 #Dogecoin #Crypto #ToTheMoon🌕
1913,Morning has broken ⚒️ 🐶 Hope u going good my fellows ❤️🐶#dogecoin #doge https://t.co/j9CepFcDF0
1914,"By {Anna} Token of #BNB, 

@CryptoInu_ABCD is the next #SHIB #dogecoin for 2022. Audit by SolidProof. #BSC: 0xa0cc3… https://t.co/eiYcofrNJJ"
1916,"@TheCeloDoge Specially Thanks sir
For sharing a great project   I Hope This project Future is Bright More Success &amp;… https://t.co/hkw9xA2TOG"
1922,"@TheCeloDoge A good project and strong team in a predictable and transparent road map, planned and projected, this… https://t.co/hUYRWrbLAB"
1926,#partytime #bitcoin #tumblr #twitter #facebook #instagram #dogecoin #socialmedia #tiktok #doge #deal #gift #gifts… https://t.co/DMxfXRTRFI
1928,"@TheCeloDoge Happy to be part of this amazing, awesome community with refine goals @airmiebrown  @StephenSegun15… https://t.co/FerVtYNgOB"
1931,"#DogeCoin 
 Price Now: $0.142956
 Market Cap: $18956802681.137115 #DOGE"
1940,#Crypto $xrp #bscgems #cryptoart #ryoshi #dogecoin #forexlifestyle #100x $veg #AFC #currency #shiba #SAFEMOON… https://t.co/GwQwpeuFT6
1941,RT @Rags2RichesFAM: Caption please. $hex #DeFi #PulseChain #pulsex #SHIB #dogecoin #Ethereum https://t.co/F3vb0xc8Pw
1943,@elonmusk @Erdayastronaut Can you fix payment.... i only have #dogecoin
1945,"@TheCeloDoge good project. really great. It's great that it's a grand project.
@Loile58388181 
@chibung566… https://t.co/BWdkjhmzKS"
1947,"@TheCeloDoge @Ki99426219 @lemanaha90 @Rafikioktaviant 

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin"
1948,RT @topherAlba26: 😍😍😍😍💯💯💯💯😎😎😎😎🔥🔥🔥🔥🔥 #doge #dogecoin #DogecoinToTheMoon #dogearmy #Crypto https://t.co/l2AVWc4hWa
1949,"@TheCeloDoge It's an amazing projectfollowing 
@Saxbishop01O
@mprazafrica 
@dmoon_matthew 
@lordcrypto86… https://t.co/GllDGlUAms"
1950,@DogzToken This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approaches… https://t.co/ZEadM9Nvty
1953,@Cryptopadded @ManekiNekoLabs @ethereum @Bitcoin @dogecoin This is great
1956,"24% Off!

ZEN Bundles Zen Pipe Cleaners Hard Bristle, 132 Count (Pack of 3)

https://t.co/xv7XJIuAHq

#BwcDeals… https://t.co/RSfQNWpqkv"
1965,BREAKING: Vitalik Buterin confirms he’s assisting in #Dogecoin’s Proof-of-Stake transition
1967,"@DogzToken You're project is so great.
@Pacific_NFT 
@shibaswap_dog 
@SnoopyInu_ETH 
@beedexfinance 
#Doge #Dogecoin #Dogz #DogzToken"
1973,"@TheCeloDoge Good project
@Indah_RikMRAP @jelita_nina @FortProtocol 

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin"
1974,"RT @MattWallace888: Robinhood CEO just announced they have no plans to add Shiba Inu Coin.

That means they are about to go all in on helpi…"
1976,#dogetothemoon #dogearmy #dogecoin https://t.co/hZ5ZrNzjDk
1977,"RT @sportif52: CoinMarketCap de listelenen ve Mart ayında piyasa ya çıkacak olan bir proje
Tüm detaylar ve bilgiler için lütfen Tweet dizis…"
1979,@elonmusk hello @elonmusk  do you think @GloryDogeCoin  can make people laugh and happy like dogecoin https://t.co/1wxWVfWHT8
1980,"Bitcoin, Ethereum, Dogecoin Trudge Higher As Dollar Index Falls — Why These Trading Levels Are Still 'Dangerous' https://t.co/svreLEEGRT"
1981,#affiliate #digitalmarketing #businesstools #deals #discounts #affiliate #shoponline   #digitalmarketing #gift… https://t.co/mnsgu1GyM0
1985,"RT @GloryDoge: Nothing like some low effort memes 😆  This would look sweet @NASA 
#Dogecoin #Dogearmy https://t.co/OZn3820rBE"
1986,"🔴 1 Milyona yakın takipçisi olan, #GameStop ve #Dogecoin direnişlerinin “lideri” #TheChairman hesabı, #SpaceX’in… https://t.co/GsNkm8DoAU"
1988,@elonmusk I wish I could get it's subscription using @dogecoin
1989,RT @ShawnDoge: Me once these charts start heating up 🔥🔥🤣🚀 #dogecoin https://t.co/FcJMe1p39N
1990,"RT @ltngbolt1: #doge #dogecoin #dogearmy

Do you all remember that last year we did an amazing job of getting dogecoin trending DURING the…"
1994,RT @TheCeloDoge: Hey @dogecoin #dogeUncle #Dogecoins welcome @TheCeloDoge #dogeSon to the #dogefamily https://t.co/e2HHsCrkV0
1998,"@Ki99426219 @lemanaha90 @Rafikioktaviant 

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin https://t.co/Xbf4HxiIZ2"
